Date,Amount,Category,Description
2022-03-28 10:46:32.872609,921.7,Education,Paid for groceries
2023-02-13 10:46:32.872609,171.4,Food,Electricity bill
2022-04-30 10:46:32.872609,225.7,Education,Paid for groceries
2024-10-08 10:46:32.872609,508.35,Food,Doctor visit
2020-12-17 10:46:32.872609,833.26,Travel,Paid for groceries
2020-08-10 10:46:32.872609,797.16,Shopping,Bought clothes
2023-02-15 10:46:32.872609,563.07,Food,Paid for groceries
2024-01-15 10:46:32.872609,692.76,Travel,Watched a movie
2023-09-18 10:46:32.872609,952.97,Utilities,Uber ride
2021-02-11 10:46:32.872609,847.61,Travel,Bought clothes
2020-12-19 10:46:32.872609,715.42,Shopping,Watched a movie
2023-07-28 10:46:32.872609,705.24,Utilities,Paid for groceries
2021-10-01 10:46:32.872609,804.55,Entertainment,Online course fee
2023-05-24 10:46:32.872609,423.17,Utilities,Uber ride
2022-01-16 10:46:32.872609,916.87,Entertainment,Lunch with friends
2021-04-19 10:46:32.872609,125.4,Utilities,Lunch with friends
2022-07-06 10:46:32.872609,139.92,Shopping,Lunch with friends
2025-06-30 10:46:32.872609,27.21,Utilities,Electricity bill
2020-12-09 10:46:32.872609,354.73,Education,Watched a movie
2025-06-26 10:46:32.872609,694.14,Travel,Doctor visit
2021-12-04 10:46:32.872609,147.62,Travel,Electricity bill
2022-08-17 10:46:32.872609,447.52,Education,Watched a movie
2022-02-25 10:46:32.872609,987.71,Food,Uber ride
2021-06-10 10:46:32.872609,527.89,Utilities,Bought clothes
2023-01-05 10:46:32.872609,970.41,Food,Doctor visit
2025-03-25 10:46:32.872609,180.49,Health,Online course fee
2023-08-08 10:46:32.872609,311.64,Education,Watched a movie
2024-07-01 10:46:32.872609,747.02,Travel,Paid for groceries
2022-04-02 10:46:32.872609,127.41,Food,Watched a movie
2023-12-26 10:46:32.872609,137.43,Travel,Doctor visit
2025-01-29 10:46:32.872609,697.3,Shopping,Paid for groceries
2024-03-22 10:46:32.872609,691.17,Food,Lunch with friends
2023-07-10 10:46:32.872609,314.35,Shopping,Bought clothes
2020-08-07 10:46:32.872609,217.74,Food,Doctor visit
2024-04-19 10:46:32.872609,981.3,Utilities,Online course fee
2025-02-19 10:46:32.872609,430.56,Entertainment,Lunch with friends
2023-08-31 10:46:32.872609,765.39,Travel,Watched a movie
2022-03-27 10:46:32.872609,120.6,Shopping,Paid for groceries
2024-04-10 10:46:32.872609,28.62,Travel,Doctor visit
2021-02-19 10:46:32.872609,489.41,Entertainment,Lunch with friends
2025-06-24 10:46:32.872609,436.93,Shopping,Bought clothes
2021-04-23 10:46:32.872609,204.39,Utilities,Watched a movie
2022-01-14 10:46:32.872609,42.46,Food,Paid for groceries
2021-03-15 10:46:32.872609,663.19,Travel,Doctor visit
2025-07-18 10:46:32.872609,597.24,Entertainment,Paid for groceries
2021-02-26 10:46:32.872609,474.39,Entertainment,Electricity bill
2024-09-19 10:46:32.872609,909.44,Food,Online course fee
2023-08-29 10:46:32.872609,52.85,Shopping,Paid for groceries
2021-06-05 10:46:32.872609,308.63,Health,Electricity bill
2022-01-30 10:46:32.872609,20.17,Health,Watched a movie
2022-02-19 10:46:32.872609,105.54,Food,Watched a movie
2023-12-12 10:46:32.872609,132.56,Shopping,Electricity bill
2021-09-26 10:46:32.872609,605.77,Shopping,Paid for groceries
2024-07-30 10:46:32.872609,591.73,Education,Bought clothes
2022-06-24 10:46:32.872609,208.02,Entertainment,Uber ride
2021-09-11 10:46:32.872609,673.89,Food,Doctor visit
2024-05-29 10:46:32.872609,38.97,Shopping,Electricity bill
2024-02-10 10:46:32.872609,154.1,Travel,Doctor visit
2025-05-03 10:46:32.872609,748.74,Travel,Watched a movie
2022-01-13 10:46:32.872609,284.6,Travel,Paid for groceries
2023-05-23 10:46:32.872609,583.95,Education,Lunch with friends
2023-04-18 10:46:32.872609,358.68,Utilities,Bought clothes
2021-12-18 10:46:32.872609,856.59,Entertainment,Watched a movie
2025-04-19 10:46:32.872609,782.99,Health,Electricity bill
2020-11-03 10:46:32.872609,616.83,Food,Paid for groceries
2021-01-27 10:46:32.872609,509.86,Utilities,Bought clothes
2024-02-11 10:46:32.872609,77.65,Utilities,Uber ride
2022-12-06 10:46:32.872609,821.39,Utilities,Lunch with friends
2025-03-16 10:46:32.872609,765.61,Education,Lunch with friends
2022-02-08 10:46:32.872609,533.55,Travel,Lunch with friends
2020-10-20 10:46:32.872609,718.65,Education,Watched a movie
2020-07-29 10:46:32.872609,964.62,Health,Online course fee
2022-06-05 10:46:32.872609,180.06,Health,Lunch with friends
2024-11-17 10:46:32.872609,756.48,Health,Doctor visit
2021-04-15 10:46:32.872609,14.29,Food,Doctor visit
2024-02-16 10:46:32.872609,728.1,Travel,Uber ride
2022-01-09 10:46:32.872609,924.99,Health,Watched a movie
2021-06-17 10:46:32.872609,921.27,Health,Uber ride
2024-09-17 10:46:32.872609,852.78,Education,Online course fee
2023-01-12 10:46:32.872609,479.97,Utilities,Watched a movie
2023-08-25 10:46:32.872609,701.15,Food,Electricity bill
2024-07-06 10:46:32.872609,193.27,Travel,Bought clothes
2022-12-14 10:46:32.872609,676.79,Food,Paid for groceries
2023-09-13 10:46:32.872609,116.25,Food,Electricity bill
2020-08-10 10:46:32.872609,836.39,Food,Doctor visit
2021-03-08 10:46:32.872609,981.49,Entertainment,Online course fee
2020-12-23 10:46:32.872609,429.85,Utilities,Watched a movie
2025-07-04 10:46:32.872609,519.11,Shopping,Uber ride
2024-06-06 10:46:32.872609,413.5,Shopping,Online course fee
2021-05-23 10:46:32.872609,763.8,Entertainment,Electricity bill
2023-08-13 10:46:32.872609,321.14,Education,Bought clothes
2020-10-03 10:46:32.872609,471.24,Health,Bought clothes
2025-03-27 10:46:32.872609,524.53,Shopping,Electricity bill
2022-08-17 10:46:32.872609,500.86,Utilities,Online course fee
2023-10-27 10:46:32.872609,367.64,Shopping,Paid for groceries
2023-08-27 10:46:32.872609,295.39,Education,Doctor visit
2021-05-21 10:46:32.872609,724.92,Utilities,Online course fee
2022-12-19 10:46:32.872609,91.43,Entertainment,Watched a movie
2021-04-09 10:46:32.872609,498.78,Food,Electricity bill
2020-10-15 10:46:32.872609,390.93,Utilities,Lunch with friends
2022-04-14 10:46:32.872609,462.38,Shopping,Online course fee
2022-08-07 10:46:32.872609,738.81,Entertainment,Lunch with friends
2025-01-07 10:46:32.872609,690.18,Health,Watched a movie
2025-05-19 10:46:32.872609,842.68,Education,Bought clothes
2020-10-11 10:46:32.872609,233.61,Utilities,Uber ride
2022-07-24 10:46:32.872609,413.21,Utilities,Lunch with friends
2021-09-25 10:46:32.872609,985.11,Utilities,Bought clothes
2024-05-18 10:46:32.872609,433.68,Shopping,Paid for groceries
2021-12-15 10:46:32.872609,858.21,Education,Online course fee
2024-04-17 10:46:32.872609,895.81,Travel,Online course fee
2021-02-17 10:46:32.872609,804.41,Travel,Electricity bill
2022-07-16 10:46:32.872609,939.69,Utilities,Bought clothes
2024-12-05 10:46:32.872609,373.77,Shopping,Uber ride
2023-09-11 10:46:32.872609,22.66,Education,Doctor visit
2025-07-06 10:46:32.872609,677.42,Food,Uber ride
2025-06-17 10:46:32.872609,675.37,Travel,Uber ride
2022-11-01 10:46:32.872609,402.41,Education,Lunch with friends
2024-01-14 10:46:32.872609,527.44,Education,Electricity bill
2024-10-03 10:46:32.872609,679.75,Utilities,Watched a movie
2021-06-03 10:46:32.872609,128.03,Shopping,Electricity bill
2021-11-18 10:46:32.872609,400.86,Shopping,Online course fee
2025-05-27 10:46:32.872609,698.09,Food,Doctor visit
2021-06-19 10:46:32.872609,977.8,Food,Doctor visit
2025-01-15 10:46:32.872609,744.02,Food,Watched a movie
2025-02-06 10:46:32.872609,893.5,Entertainment,Online course fee
2021-07-19 10:46:32.872609,177.04,Food,Paid for groceries
2025-07-01 10:46:32.872609,370.07,Education,Online course fee
2022-11-13 10:46:32.872609,207.1,Food,Electricity bill
2020-09-10 10:46:32.872609,208.26,Education,Bought clothes
2021-07-24 10:46:32.872609,845.59,Education,Electricity bill
2024-09-07 10:46:32.872609,410.25,Entertainment,Lunch with friends
2022-06-02 10:46:32.872609,240.54,Food,Electricity bill
2024-12-10 10:46:32.872609,430.46,Food,Bought clothes
2022-11-12 10:46:32.872609,504.12,Travel,Lunch with friends
2025-01-19 10:46:32.872609,767.17,Food,Uber ride
2024-04-23 10:46:32.872609,768.31,Education,Lunch with friends
2025-05-26 10:46:32.872609,597.71,Health,Paid for groceries
2024-09-04 10:46:32.872609,758.74,Education,Electricity bill
2025-02-06 10:46:32.872609,802.97,Shopping,Electricity bill
2021-12-12 10:46:32.872609,943.79,Entertainment,Bought clothes
2022-01-19 10:46:32.872609,362.54,Travel,Lunch with friends
2021-06-13 10:46:32.872609,670.01,Food,Paid for groceries
2024-12-20 10:46:32.872609,950.64,Shopping,Paid for groceries
2024-06-27 10:46:32.872609,987.65,Shopping,Online course fee
2021-02-28 10:46:32.872609,516.3,Utilities,Doctor visit
2022-09-13 10:46:32.872609,155.9,Education,Watched a movie
2025-06-12 10:46:32.872609,460.09,Food,Lunch with friends
2020-10-09 10:46:32.872609,130.97,Shopping,Paid for groceries
2025-05-15 10:46:32.872609,494.45,Travel,Watched a movie
2023-03-12 10:46:32.872609,238.51,Shopping,Lunch with friends
2021-10-20 10:46:32.872609,942.98,Entertainment,Lunch with friends
2021-09-03 10:46:32.872609,39.43,Food,Doctor visit
2025-02-18 10:46:32.872609,740.42,Entertainment,Watched a movie
2023-02-19 10:46:32.872609,832.01,Food,Uber ride
2022-07-08 10:46:32.872609,503.15,Entertainment,Lunch with friends
2022-04-08 10:46:32.872609,36.48,Food,Online course fee
2025-02-26 10:46:32.872609,187.3,Education,Lunch with friends
2025-01-05 10:46:32.872609,608.54,Health,Doctor visit
2025-06-10 10:46:32.872609,333.69,Health,Doctor visit
2021-10-31 10:46:32.872609,309.73,Utilities,Bought clothes
2021-10-21 10:46:32.872609,627.0,Shopping,Uber ride
2020-09-08 10:46:32.872609,762.57,Food,Paid for groceries
2024-04-03 10:46:32.872609,664.47,Travel,Lunch with friends
2021-08-21 10:46:32.872609,524.75,Entertainment,Bought clothes
2022-10-16 10:46:32.872609,497.27,Food,Lunch with friends
2022-05-25 10:46:32.872609,471.36,Education,Uber ride
2022-02-12 10:46:32.872609,300.63,Health,Doctor visit
2025-05-27 10:46:32.872609,502.92,Food,Uber ride
2020-12-11 10:46:32.872609,509.75,Utilities,Doctor visit
2024-11-21 10:46:32.872609,547.01,Health,Lunch with friends
2022-02-13 10:46:32.872609,811.39,Food,Paid for groceries
2022-07-11 10:46:32.872609,545.12,Shopping,Watched a movie
2024-02-25 10:46:32.872609,27.49,Food,Doctor visit
2023-05-31 10:46:32.872609,766.33,Travel,Online course fee
2022-10-18 10:46:32.872609,990.8,Entertainment,Electricity bill
2024-05-13 10:46:32.872609,881.32,Food,Online course fee
2025-04-14 10:46:32.872609,127.94,Shopping,Bought clothes
2023-07-25 10:46:32.872609,455.61,Shopping,Watched a movie
2022-05-31 10:46:32.872609,854.35,Food,Lunch with friends
2020-09-16 10:46:32.872609,448.13,Travel,Online course fee
2021-03-15 10:46:32.872609,45.62,Food,Bought clothes
2025-06-22 10:46:32.872609,185.1,Shopping,Paid for groceries
2022-01-07 10:46:32.872609,662.82,Health,Electricity bill
2021-07-22 10:46:32.872609,781.59,Travel,Paid for groceries
2023-10-24 10:46:32.872609,885.85,Utilities,Lunch with friends
2022-01-16 10:46:32.872609,172.5,Food,Online course fee
2020-10-08 10:46:32.872609,436.37,Food,Uber ride
2021-03-01 10:46:32.872609,319.34,Education,Electricity bill
2023-11-25 10:46:32.872609,395.19,Education,Bought clothes
2022-12-28 10:46:32.872609,766.37,Utilities,Online course fee
2022-06-29 10:46:32.872609,573.17,Utilities,Uber ride
2024-08-22 10:46:32.872609,495.65,Entertainment,Electricity bill
2024-12-18 10:46:32.872609,558.25,Utilities,Uber ride
2022-04-25 10:46:32.872609,544.0,Shopping,Paid for groceries
2023-01-01 10:46:32.872609,475.12,Utilities,Doctor visit
2023-12-15 10:46:32.872609,566.63,Travel,Uber ride
2023-06-04 10:46:32.872609,164.75,Education,Uber ride
2021-03-15 10:46:32.872609,65.18,Shopping,Electricity bill
2022-09-18 10:46:32.872609,270.76,Travel,Online course fee
2023-10-15 10:46:32.872609,595.13,Food,Uber ride
2021-08-15 10:46:32.872609,384.02,Health,Electricity bill
2021-12-25 10:46:32.872609,679.72,Travel,Paid for groceries
2020-10-20 10:46:32.872609,768.81,Food,Lunch with friends
2024-07-12 10:46:32.872609,291.59,Food,Paid for groceries
2023-01-01 10:46:32.872609,70.81,Entertainment,Online course fee
2020-07-25 10:46:32.872609,594.56,Shopping,Online course fee
2023-06-21 10:46:32.872609,136.92,Travel,Paid for groceries
2025-01-28 10:46:32.872609,372.75,Utilities,Uber ride
2023-07-29 10:46:32.872609,811.46,Entertainment,Paid for groceries
2024-05-28 10:46:32.872609,588.13,Education,Lunch with friends
2024-08-03 10:46:32.872609,767.54,Entertainment,Electricity bill
2024-09-18 10:46:32.872609,628.9,Health,Bought clothes
2024-09-08 10:46:32.872609,386.77,Utilities,Lunch with friends
2024-04-25 10:46:32.872609,433.87,Shopping,Electricity bill
2021-08-29 10:46:32.872609,992.03,Shopping,Electricity bill
2022-08-06 10:46:32.872609,417.81,Health,Online course fee
2022-12-22 10:46:32.872609,65.88,Shopping,Bought clothes
2020-12-12 10:46:32.872609,251.79,Entertainment,Bought clothes
2024-04-12 10:46:32.872609,242.28,Utilities,Watched a movie
2022-05-29 10:46:32.872609,318.98,Shopping,Online course fee
2024-01-19 10:46:32.872609,94.09,Food,Watched a movie
2022-04-25 10:46:32.872609,691.11,Travel,Lunch with friends
2024-04-10 10:46:32.872609,870.25,Food,Paid for groceries
2025-04-23 10:46:32.872609,123.33,Entertainment,Bought clothes
2021-04-03 10:46:32.872609,178.08,Food,Doctor visit
2024-08-04 10:46:32.872609,543.03,Utilities,Paid for groceries
2022-03-29 10:46:32.872609,47.0,Travel,Online course fee
2023-05-26 10:46:32.872609,661.19,Health,Lunch with friends
2022-04-16 10:46:32.872609,428.25,Education,Doctor visit
2024-04-17 10:46:32.872609,519.61,Education,Lunch with friends
2022-11-05 10:46:32.872609,426.96,Education,Online course fee
2022-05-21 10:46:32.872609,30.2,Travel,Bought clothes
2022-10-24 10:46:32.872609,475.0,Entertainment,Bought clothes
2024-06-18 10:46:32.872609,32.01,Shopping,Doctor visit
2022-03-19 10:46:32.872609,323.35,Travel,Doctor visit
2023-08-31 10:46:32.872609,574.65,Education,Lunch with friends
2021-04-08 10:46:32.872609,329.2,Education,Paid for groceries
2021-08-18 10:46:32.872609,106.75,Shopping,Lunch with friends
2022-11-30 10:46:32.872609,493.48,Utilities,Lunch with friends
2024-04-13 10:46:32.872609,693.96,Education,Bought clothes
2022-09-06 10:46:32.872609,213.85,Shopping,Uber ride
2024-05-09 10:46:32.872609,501.76,Shopping,Electricity bill
2024-10-01 10:46:32.872609,813.34,Shopping,Bought clothes
2021-07-13 10:46:32.872609,670.71,Education,Uber ride
2024-01-03 10:46:32.872609,174.96,Travel,Doctor visit
2023-09-30 10:46:32.872609,306.53,Food,Doctor visit
2022-03-30 10:46:32.872609,969.73,Utilities,Doctor visit
2022-10-31 10:46:32.872609,209.74,Entertainment,Paid for groceries
2023-08-18 10:46:32.872609,639.09,Food,Doctor visit
2025-03-25 10:46:32.872609,974.37,Entertainment,Lunch with friends
2020-07-22 10:46:32.872609,84.57,Travel,Paid for groceries
2022-04-05 10:46:32.872609,851.83,Education,Doctor visit
2022-03-01 10:46:32.872609,221.94,Travel,Electricity bill
2021-09-25 10:46:32.872609,272.5,Health,Uber ride
2022-12-19 10:46:32.872609,304.35,Education,Lunch with friends
2024-12-17 10:46:32.872609,577.79,Shopping,Bought clothes
2023-10-22 10:46:32.872609,806.56,Food,Watched a movie
2023-12-16 10:46:32.872609,628.33,Food,Watched a movie
2024-03-23 10:46:32.872609,958.36,Food,Watched a movie
2022-05-12 10:46:32.872609,720.53,Utilities,Paid for groceries
2023-03-01 10:46:32.872609,582.41,Shopping,Watched a movie
2023-01-12 10:46:32.872609,595.95,Shopping,Doctor visit
2023-01-13 10:46:32.872609,280.63,Shopping,Bought clothes
2024-05-05 10:46:32.872609,570.76,Food,Uber ride
2021-10-02 10:46:32.872609,535.75,Utilities,Uber ride
2023-06-03 10:46:32.872609,432.83,Utilities,Watched a movie
2023-03-18 10:46:32.872609,353.84,Health,Uber ride
2025-01-02 10:46:32.872609,85.89,Entertainment,Watched a movie
2025-01-07 10:46:32.872609,825.5,Food,Lunch with friends
2024-09-06 10:46:32.872609,509.59,Education,Paid for groceries
2021-07-04 10:46:32.872609,306.91,Food,Uber ride
2024-04-01 10:46:32.872609,666.82,Education,Electricity bill
2021-01-11 10:46:32.872609,320.22,Food,Bought clothes
2022-02-23 10:46:32.872609,420.17,Food,Doctor visit
2023-06-12 10:46:32.872609,258.75,Shopping,Paid for groceries
2024-04-11 10:46:32.872609,520.22,Entertainment,Bought clothes
2024-02-08 10:46:32.872609,674.84,Shopping,Online course fee
2024-01-11 10:46:32.872609,552.09,Health,Lunch with friends
2022-06-08 10:46:32.872609,882.09,Shopping,Uber ride
2021-01-29 10:46:32.872609,631.57,Food,Doctor visit
2025-02-22 10:46:32.872609,521.06,Utilities,Online course fee
2024-10-07 10:46:32.872609,194.67,Food,Uber ride
2021-11-15 10:46:32.872609,504.21,Food,Paid for groceries
2024-04-29 10:46:32.872609,664.2,Health,Lunch with friends
2022-04-18 10:46:32.872609,825.67,Health,Lunch with friends
2021-10-25 10:46:32.872609,938.72,Utilities,Lunch with friends
2025-01-28 10:46:32.872609,275.26,Entertainment,Paid for groceries
2021-09-02 10:46:32.872609,641.55,Travel,Electricity bill
2021-05-19 10:46:32.872609,810.84,Entertainment,Bought clothes
2020-09-10 10:46:32.872609,854.25,Education,Watched a movie
2020-10-24 10:46:32.872609,907.77,Entertainment,Watched a movie
2021-12-05 10:46:32.872609,935.29,Food,Doctor visit
2023-03-22 10:46:32.872609,729.35,Education,Online course fee
2023-12-25 10:46:32.872609,69.28,Health,Watched a movie
2025-04-27 10:46:32.872609,208.64,Entertainment,Watched a movie
2024-11-11 10:46:32.872609,467.86,Education,Online course fee
2020-12-18 10:46:32.872609,247.97,Health,Lunch with friends
2023-02-09 10:46:32.872609,748.97,Education,Watched a movie
2022-11-17 10:46:32.872609,767.87,Health,Paid for groceries
2025-07-10 10:46:32.872609,845.68,Health,Bought clothes
2024-02-01 10:46:32.872609,416.16,Health,Online course fee
2023-10-13 10:46:32.872609,861.58,Utilities,Online course fee
2021-08-24 10:46:32.872609,912.03,Entertainment,Watched a movie
2024-08-01 10:46:32.872609,637.59,Food,Paid for groceries
2024-06-17 10:46:32.872609,847.51,Utilities,Uber ride
2022-09-16 10:46:32.872609,274.27,Travel,Online course fee
2023-04-30 10:46:32.872609,294.17,Health,Bought clothes
2022-10-18 10:46:32.872609,168.98,Health,Electricity bill
2021-12-03 10:46:32.872609,689.99,Food,Doctor visit
2021-05-20 10:46:32.872609,243.77,Utilities,Lunch with friends
2024-03-26 10:46:32.872609,246.1,Education,Bought clothes
2024-05-30 10:46:32.872609,158.46,Travel,Lunch with friends
2020-08-02 10:46:32.872609,37.43,Food,Bought clothes
2024-10-06 10:46:32.872609,799.07,Utilities,Uber ride
2025-05-19 10:46:32.872609,317.44,Entertainment,Doctor visit
2024-11-15 10:46:32.872609,490.53,Entertainment,Lunch with friends
2025-07-09 10:46:32.872609,991.38,Entertainment,Doctor visit
2021-02-25 10:46:32.872609,427.8,Food,Lunch with friends
2024-12-02 10:46:32.872609,906.6,Education,Electricity bill
